Date,Supply,MarketCap,Price,Addresses,Transactions,GasPriceHistory,GasConsumed,BlockSize,BlockRewards,BlockDifficulty
7/30/15,72049306.59,0,0,9205,8893,0,0,644,39316.09375,0.121
7/31/15,72085498.31,0,0,9361,0,0,0,582,36191.71875,0.603
8/1/15,72113204.25,0,0,9476,0,0,0,575,27705.9375,0.887
8/2/15,72141427.69,0,0,9563,0,0,0,581,28223.4375,1.02
8/3/15,72169404.41,0,0,9639,0,0,0,587,27976.71875,1.126
8/4/15,72197882.84,0,0,9696,0,0,0,587,28478.4375,1.217
8/5/15,72225411.44,0,0,9749,0,0,0,579,27528.59375,1.328
8/6/15,72252486.91,0,0,9790,0,0,0,584,27075.46875,1.381
8/7/15,72279924.56,216.8397737,3,10314,2050,6.04684E+11,49353826,633,27437.65625,1.471
8/8/15,72307868,86.7694416,1.2,10730,2881,3.22714E+11,376006093,668,27943.4375,1.586
8/9/15,72335046.28,86.80205554,1.2,11004,1329,4.75467E+11,38863003,618,27178.28125,1.709
8/10/15,72362863.63,0,0,11679,2037,4.21655E+11,74070061,631,27817.34375,1.838
8/11/15,72390891.44,71.66698252,0.99,13576,4963,77838819162,163481740,692,28027.8125,2.036
8/12/15,72418262.38,93.41955846,1.29,13913,2036,4.44902E+11,70102332,653,27370.9375,2.207
8/13/15,72446530.5,136.1994773,1.88,14459,2842,2.68683E+11,88234087,666,28268.125,2.337
8/14/15,72477637.22,129.7349706,1.79,15024,3174,1.93455E+11,78746522,660,31106.71875,2.671
8/15/15,72506149.88,129.7860083,1.79,15407,2284,1.44369E+11,59565914,638,28512.65625,3.378
8/17/15,72534268.78,94.29454942,1.3,15693,2512,1.3215E+11,60515132,635,28118.90625,3.908
8/16/15,72561363.31,99.40906774,1.37,15984,2440,1.2094E+11,58241191,641,27094.53125,3.632
8/18/15,72587526.13,98.71903553,1.36,16268,2494,1.46513E+11,66816413,648,26162.8125,4.378
8/19/15,72614808.16,90.04236211,1.24,16553,3246,1.94583E+11,91746712,653,27282.03125,4.42
8/20/15,72635865.19,110.4065151,1.52,16773,2303,99011782801,63112713,650,21057.03125,4.469
8/21/15,72662556.13,104.6340808,1.44,17070,3919,79543407701,106379973,668,26690.9375,4.415
8/22/15,72690106.59,101.7661492,1.4,17313,3579,5.52841E+11,90744195,648,27550.46875,4.828
8/23/15,72716362.22,98.167089,1.35,17662,4190,73439482806,117802449,681,26255.625,5.138
8/24/15,72743695.5,90.20218242,1.24,17839,4432,92409814705,97648912,673,27333.28125,5.179
8/25/15,72770431.59,92.41844812,1.27,18089,4487,76432335617,114480057,680,26736.09375,5.173
8/26/15,72796569.56,85.89995208,1.18,18298,4156,60481160549,99511209,669,26137.96875,5.587
8/27/15,72821102.38,83.01605671,1.14,18508,5590,59307091958,147888097,708,24532.8125,5.925
8/28/15,72845327.53,94.69892579,1.3,18687,4758,92879907335,111903559,691,24225.15625,6.251
8/29/15,72867852.53,85.98406599,1.18,18815,4139,56211090684,99107570,682,22525,6.658
8/30/15,72889306.13,96.21388409,1.32,19017,4572,55155494457,102643603,689,21453.59375,6.781
8/31/15,72910599.56,95.51288543,1.31,19168,5196,58423521569,129040364,731,21293.4375,7.214
9/1/15,72930942.53,99.18608184,1.36,19349,5153,56671549652,140186844,741,20342.96875,7.641
9/2/15,72949329.88,83.16223606,1.14,19500,5195,59243651401,139367393,766,18387.34375,8.284
9/3/15,72966710.81,89.7490543,1.23,19646,4777,55051483461,126323875,755,17380.9375,8.355
9/4/15,72989792.69,98.53622013,1.35,19791,5642,58779015464,167169621,762,23081.875,6.47
9/5/15,73015421.75,100.0311278,1.37,19955,5519,54768144366,159443421,753,25629.0625,6.235
9/6/15,73041590.03,97.87573064,1.34,20081,5521,55089818552,142769611,733,26168.28125,6.305
9/7/15,73067050.5,93.52582464,1.28,20308,5702,53594260637,170954165,753,25460.46875,6.339
9/8/15,73092943,92.09710818,1.26,20433,5622,64932639811,159613715,759,25892.5,6.077
9/9/15,73119370.66,88.47443849,1.21,20609,5604,53779997784,173606036,765,26427.65625,6.202
9/10/15,73145814.88,87.0435197,1.19,20711,5341,54630657670,141533806,730,26444.21875,6.29
9/11/15,73173054.72,67.31921034,0.92,20897,6460,55713802958,160019709,736,27239.84375,6.562
9/12/15,73199455.81,84.17937418,1.15,21043,5596,61830202468,186314190,761,26401.09375,6.833
9/13/15,73225627.22,65.17080822,0.89,21252,6057,52313524792,177583552,764,26171.40625,7.022
9/14/15,73251215.34,70.32116673,0.96,21409,5572,53772389657,171636301,771,25588.125,6.626
9/15/15,73276830.66,69.61298912,0.95,21581,5409,53191101494,148568242,755,25615.3125,6.419
9/16/15,73303148.78,68.90495985,0.94,21719,5872,1.11519E+11,146153300,739,26318.125,6.179
9/17/15,73328584.41,64.52915428,0.88,21826,5368,55637920883,147106346,753,25435.625,6.04
9/18/15,73354486.13,62.35131321,0.85,21999,5802,55703151966,212949263,785,25901.71875,5.653
9/19/15,73381665.81,65.30968257,0.89,22106,5205,51639660974,151038683,735,27179.6875,5.548
9/20/15,73409648.47,65.33458714,0.89,22230,6402,52910345407,206446103,766,27982.65625,6.202
9/21/15,73436300.34,69.03012232,0.94,22363,6305,51171380285,190902398,779,26651.875,6.541
9/22/15,73462670.66,59.50476323,0.81,22496,6804,51465441496,211491983,807,26370.3125,6.624
9/23/15,73489750.97,66.87567338,0.91,22648,7404,51732832046,198471252,784,27080.3125,6.895
9/24/15,73516136.75,58.8129094,0.8,22783,6224,54262646753,183782502,782,26385.78125,7.029
9/25/15,73543140.19,50.00933533,0.68,22902,5851,52300197415,178617418,767,27003.4375,6.977
9/26/15,73569050.5,56.64816889,0.77,22964,5907,55315658061,160320021,765,25910.3125,7.227
9/27/15,73594061.59,51.51584312,0.7,23045,5760,51025979902,165754018,725,25011.09375,7.253
9/28/15,73618775.81,44.17126549,0.6,23160,6123,52683661382,171799357,755,24714.21875,6.747
9/29/15,73643144.25,50.07733809,0.68,23283,5738,55437141860,155322802,762,24368.4375,6.057
9/30/15,73668238,52.30444898,0.71,23385,5870,51461473059,161315703,742,25093.75,5.625
10/1/15,73695660.03,47.90217902,0.65,23482,6421,51474669294,167413168,741,27422.03125,5.653
10/2/15,73722573.16,48.65689828,0.66,23563,6063,52567714347,175336965,773,26913.125,5.982
10/3/15,73749026.91,50.1493383,0.68,23689,6112,52502578427,176738025,769,26453.75,6.291
10/4/15,73774507.06,45.00244931,0.61,23777,6624,50733256095,175625589,776,25480.15625,6.206
10/5/15,73800643.94,45.0183928,0.61,23909,6279,50742818443,217225401,771,26136.875,6.285
10/6/15,73825680.5,47.98669233,0.65,24005,6458,51375494165,185466056,781,25036.5625,6.276
10/7/15,73851814.09,44.31108846,0.6,24102,7121,51181314265,227483136,808,26133.59375,5.984
10/8/15,73878596.28,45.80472969,0.62,24168,6926,56971870131,206603046,789,26782.1875,5.978
10/9/15,73904043.94,47.29858812,0.64,24243,6763,61962572208,180944156,779,25447.65625,6.123
10/10/15,73929543.63,47.31490792,0.64,24303,6529,64893302980,174240457,778,25499.6875,6.032
10/11/15,73956054.41,44.37363264,0.6,24359,6023,56318375319,154497993,748,26510.78125,6.139
10/12/15,73982854.41,46.60919828,0.63,24473,6593,51359902694,200001725,787,26800,6.145
10/13/15,74009522.69,44.40571361,0.6,24675,6818,53219625156,223630692,818,26668.28125,6.357
10/14/15,74035398.31,37.01769916,0.5,24906,6830,57976429615,193279995,791,25875.625,6.482
10/15/15,74061008.78,41.47416492,0.56,25142,6499,54823147993,347607211,824,25610.46875,6.209
10/16/15,74086450.19,39.2658186,0.53,25248,6795,53404946237,400824348,827,25441.40625,5.815
10/17/15,74112900.81,38.53870842,0.52,25356,6567,53619552703,230368185,788,26450.625,6.004
10/18/15,74138749.09,37.81076204,0.51,25489,6481,52006592112,249377360,812,25848.28125,5.974
10/19/15,74164715.81,37.08235791,0.5,25729,6604,52456819761,216816740,802,25966.71875,5.922
10/20/15,74190908.31,32.64399966,0.44,25828,5897,53767556518,191557542,770,26192.5,5.835
10/22/15,74216239.09,45.27190585,0.61,25982,5979,57253941421,237772273,782,25330.78125,5.734
10/21/15,74242285.5,31.18175991,0.42,26244,6182,53588794315,180468852,774,26046.40625,5.876
10/23/15,74269844.09,41.59111269,0.56,26449,6888,51207267003,260401303,818,27558.59375,5.879
10/24/15,74296959.09,41.60629709,0.56,26892,6361,50749518370,211420205,771,27115,6.288
10/25/15,74323773.31,46.08073945,0.62,27220,5830,51635339670,170100960,751,26814.21875,6.589
10/26/15,74349688.63,52.78827892,0.71,27534,5938,54585998170,203310004,765,25915.3125,6.541
10/27/15,74377214.88,61.73308835,0.83,27744,6784,53525777571,365376906,815,27526.25,6.542
10/28/15,74403563.31,73.65952768,0.99,27918,7346,54787998286,202357247,808,26348.4375,6.846
10/29/15,74431070.34,83.36279879,1.12,28188,7836,52364630378,241667844,814,27507.03125,7.04
10/30/15,74458794.25,84.88302545,1.14,28770,7941,54017718700,250649964,781,27723.90625,7.429
10/31/15,74486542.06,64.80329159,0.87,29166,7557,53753181787,296674561,812,27747.8125,7.793
11/1/15,74514722.22,73.769575,0.99,29676,6915,50751088484,316473677,783,28180.15625,7.781
11/2/15,74541856.44,73.79643787,0.99,29973,6558,53162663704,193339829,779,27134.21875,7.69
11/3/15,74569462.22,79.04362995,1.06,30326,7399,51578536572,236076946,844,27605.78125,7.333
11/4/15,74597178.63,59.6777429,0.8,30608,7037,52243136362,180987375,762,27716.40625,7.743
11/5/15,74624470.03,65.66953363,0.88,30815,7498,52990311400,199792729,813,27291.40625,7.582
11/6/15,74651892.22,73.9053733,0.99,30968,7882,52184810513,309939683,812,27422.1875,7.592
11/7/15,74678607.53,69.451105,0.93,31514,10996,51944373853,572275369,1005,26715.3125,7.55
11/8/15,74705896.59,74.70589659,1,32153,12413,52414324288,563914716,1015,27289.0625,7.709
11/9/15,74732956.13,74.73295613,1,32455,7689,51918274052,211894015,786,27059.53125,7.754
11/10/15,74760400.19,67.28436017,0.9,32634,8151,52237284910,287969451,834,27444.0625,7.76
11/11/15,74788226.75,56.09117006,0.75,32804,10217,52560853806,414061456,1044,27826.5625,7.673
11/12/15,74816251.28,65.83830113,0.88,32918,9534,59050838844,450460992,874,28024.53125,7.746
11/13/15,74844436.44,67.35999279,0.9,33055,7891,51534479321,280236525,808,28185.15625,7.87
11/14/15,74872794.09,65.8880588,0.88,33157,7211,51216461485,360305868,938,28357.65625,7.913
11/15/15,74900914.25,68.90884111,0.92,33264,7170,51537798825,224846805,797,28120.15625,8.26
11/16/15,74928309.41,69.68332775,0.93,33376,7442,56768038418,182259335,782,27395.15625,8.327
11/17/15,74956103,74.956103,1,33512,7145,56303859554,171866071,762,27793.59375,8.153
11/18/15,74983355.03,74.98335503,1,33629,7373,53515892028,195036006,774,27252.03125,8.55
11/19/15,75009918.47,70.50932336,0.94,33765,8876,54119551224,291565861,882,26563.4375,8.807
11/20/15,75035048.94,69.03224502,0.92,33883,6348,54384895828,215430072,814,25130.46875,7.975
11/21/15,75061831.13,72.05935788,0.96,33999,6822,54039631830,200136785,832,26782.1875,7.601
11/22/15,75088819.72,72.83615513,0.97,34447,7083,53793371733,200785655,816,26988.59375,7.533
11/23/15,75116092.06,69.1068047,0.92,34594,8260,55629754775,233727612,863,27272.34375,7.566
11/24/15,75142940.19,68.38007557,0.91,34812,7152,58042755370,213080657,828,26848.125,7.665
11/25/15,75169412.06,65.39738849,0.87,34913,7098,54235748106,236509015,807,26471.875,7.517
11/26/15,75195950.5,64.66851743,0.86,35071,7278,53986356287,172083879,784,26538.4375,7.498
11/27/15,75223837.38,66.19697689,0.88,35136,6639,53456555142,173300084,790,27886.875,7.47
11/28/15,75251045.34,68.47845126,0.91,35204,6817,54312682973,277436869,774,27207.96875,7.721
11/29/15,75278393.16,65.49220205,0.87,35288,6853,53321187419,171604728,776,27347.8125,7.721
11/30/15,75305749.41,66.26905948,0.88,35402,8986,55199244474,378296036,864,27356.25,7.781
12/1/15,75333292.22,65.53996423,0.87,35508,6794,54837947431,231616100,847,27542.8125,7.873
12/3/15,75361355.5,62.54992507,0.83,35610,6971,53564860105,198524826,778,28063.28125,7.588
12/2/15,75387362.53,61.81763728,0.82,35709,6502,53588845124,209753737,819,26007.03125,7.818
12/4/15,75414041.91,63.3477952,0.84,35879,6898,53920215595,224707034,804,26679.375,7.833
12/5/15,75440623.78,65.63334269,0.87,36022,6784,54430269329,231821279,835,26581.875,8.164
12/6/15,75466879.56,62.63751004,0.83,36291,9103,53904812363,321509549,877,26255.78125,7.852
12/7/15,75493598.47,59.63994279,0.79,36437,7141,53988885934,176718066,775,26718.90625,7.648
12/8/15,75519910.97,61.17112788,0.81,36557,6697,53743612456,170716327,771,26312.5,7.548
12/9/15,75548235.03,61.19407038,0.81,36673,7001,54733915734,179709088,779,28324.0625,7.35
12/10/15,75575712.38,63.4835984,0.84,36820,7444,54938250098,205190667,820,27477.34375,7.773
12/11/15,75602735.19,68.04246167,0.9,36951,8105,58195798149,270674425,884,27022.8125,8.06
12/12/15,75629941.75,72.60474408,0.96,37373,8205,59486449382,353864548,916,27206.5625,8.045
12/13/15,75657849.09,69.60522117,0.92,37569,7426,56701649126,325726017,845,27907.34375,8.472
12/14/15,75684557.69,74.92771211,0.99,37729,15550,53372600387,1415319249,1752,26708.59375,8.576
12/15/15,75711572.22,75.71157222,1,37850,21098,62650330558,1945458070,1834,27014.53125,8.769
12/16/15,75738029.56,60.59042365,0.8,37990,10304,54026271431,838759501,1216,26457.34375,8.562
12/17/15,75764912.69,71.21901793,0.94,38358,9612,55081281267,606010119,1053,26883.125,8.734
12/18/15,75791584.25,68.21242583,0.9,38634,9032,55034649240,601895736,1057,26671.5625,8.78
12/19/15,75818278.78,67.47826812,0.89,38756,9314,53891713881,539740128,1009,26694.53125,8.719
12/20/15,75844714.88,81.15384492,1.07,38902,9879,53342677327,655002877,1103,26436.09375,8.54
12/21/15,75871172.69,69.04276715,0.91,39082,12063,53466176225,740632642,1172,26457.8125,8.513
12/22/15,75898547.06,66.79072142,0.88,39208,21027,53627121090,1120896788,2045,27374.375,8.74
12/23/15,75925946.44,66.0555734,0.87,39317,22740,55663754533,1474132298,1544,27399.375,8.532
12/24/15,75952633,66.07879071,0.87,39422,13494,52792315740,872428171,1292,26686.5625,8.569
12/25/15,75979436.59,66.8619042,0.88,39537,9521,53550792729,502552472,1042,26803.59375,8.546
12/26/15,76005996.75,64.60509724,0.85,39678,10726,53675955367,587287522,1074,26560.15625,8.456
12/27/15,76032850.5,69.95022246,0.92,39822,21867,66846252680,1308470039,1575,26853.75,8.589
12/28/15,76059908.47,66.17212037,0.87,40010,12368,53108130511,687001176,1239,27057.96875,8.532
12/29/15,76086569.56,65.43444982,0.86,40182,11358,53729001893,621538951,1200,26661.09375,8.605
12/30/15,76113305.81,67.74084217,0.89,40333,21767,56716784472,1353161589,1564,26736.25,8.478
12/31/15,76140217.84,72.33320695,0.95,40566,10301,57661175081,452065747,1057,26912.03125,8.543
1/1/16,76166284.41,70.07298165,0.92,40701,8233,54747565393,292262422,885,26066.5625,8.547
1/2/16,76193668.31,72.3839849,0.95,40850,9164,53323453178,368139389,954,27383.90625,8.147
1/3/16,76221344.09,73.17249033,0.96,41000,9258,53342341402,369359246,955,27675.78125,8.312
1/4/16,76248764.72,72.43632648,0.95,41198,9474,54038066808,402593450,981,27420.625,8.334
1/5/16,76276603.94,71.7000077,0.94,41381,16430,57078526509,1081639803,1396,27839.21875,8.306
1/6/16,76304229.41,72.48901794,0.95,41647,17074,53724486418,1248021662,1553,27625.46875,8.423
1/7/16,76331251.59,71.7513765,0.94,41869,22075,53273537581,1230019603,1550,27022.1875,8.21
1/8/16,76359248.31,75.59565583,0.99,42078,10919,53800517545,484149867,1080,27996.71875,8.302
1/9/16,76386844.09,75.62297565,0.99,42411,11793,53277018400,727791392,1209,27595.78125,8.433
1/10/16,76414132.06,76.41413206,1,42678,10320,53104731714,491410995,1044,27287.96875,8.337
1/11/16,76441137.22,82.5564282,1.08,43005,10893,53940328769,482297856,1058,27005.15625,8.828
1/12/16,76467038,93.28978636,1.22,43351,10862,54526276152,471922007,1094,25900.78125,8.89
1/13/16,76493573.31,87.20267358,1.14,43579,17665,58256098368,1023451156,1423,26535.3125,8.484
1/14/16,76520492.53,88.76377134,1.16,43804,10653,55250356301,489948500,1062,26919.21875,8.735
1/15/16,76547289.88,91.85674785,1.2,44209,9875,57562550443,409950494,1006,26797.34375,8.996
1/16/16,76573813,93.42005186,1.22,44494,10664,55150540726,418575124,967,26523.125,9.202
1/17/16,76600412.84,100.3465408,1.31,44771,9747,53477721574,323467063,887,26599.84375,9.068
1/18/16,76627033,112.6417385,1.47,45167,12916,53945900879,591740638,1057,26620.15625,9.454
1/19/16,76653125.81,93.51681349,1.22,45486,13420,53767376718,678347830,1107,26092.8125,9.539
1/20/16,76679668.31,118.0866892,1.54,45937,10610,55721616549,348032526,959,26542.5,9.414
1/21/16,76705587.53,118.1266048,1.54,46362,10734,60639283859,342268224,944,25919.21875,9.598
1/22/16,76731842.53,116.6324006,1.52,46783,13848,56195249052,570242575,1027,26255,9.897
1/23/16,76757612.22,155.8179528,2.03,47374,11025,55504259187,322444465,906,25769.6875,10.059
1/24/16,76784855.19,161.2481959,2.1,48105,12798,58951408559,423769859,993,27242.96875,10.133
1/25/16,76810552.22,192.0263805,2.5,48925,17121,56752420983,726749777,1335,25697.03125,10.33
1/26/16,76837541.44,176.7263453,2.3,49844,16511,58955359850,673354229,1228,26989.21875,10.611
1/27/16,76863642.22,186.0100142,2.42,50637,18747,58687046251,988064305,1566,26100.78125,10.82
1/28/16,76890206.91,196.0700276,2.55,51643,16765,56180261528,757796542,1424,26564.6875,10.449
1/29/16,76916367.38,185.3684454,2.41,52611,16395,59508641167,662122614,1308,26160.46875,10.883
1/30/16,76942560.5,187.7398476,2.44,53598,14661,67198755701,547033880,1179,26193.125,10.876
1/31/16,76968242.38,169.3301332,2.2,54494,14166,66544976813,528433090,1135,25681.875,10.696
2/1/16,76994673.63,167.0784418,2.17,55186,14199,66170097350,467975052,1081,26431.25,10.917
2/2/16,77020542.06,188.7003281,2.45,55768,14291,65763607541,463852720,1077,25868.4375,10.674
2/3/16,77047840.03,194.9310353,2.53,56445,14274,64138762372,454011879,1060,27297.96875,10.857
2/4/16,77074402.38,198.0812141,2.57,57050,14371,73409019027,490608958,1087,26562.34375,11.114
2/5/16,77100960.97,197.3784601,2.56,57863,15249,68267066894,532003821,1117,26558.59375,11.176
2/6/16,77127306.75,195.1320861,2.53,58402,31418,1.31917E+11,1516518359,1678,26345.78125,10.867
2/7/16,77153991.44,231.4619743,3,58925,14264,81674346130,456085675,1026,26684.6875,11.05
2/8/16,77180646.44,243.8908427,3.16,59593,14719,80464718771,449250211,1034,26655,11.54
2/9/16,77207117.53,290.2987619,3.76,60346,15517,1.2451E+11,459451796,1032,26471.09375,11.245
2/10/16,77233278.78,335.9647627,4.35,61635,17141,1.41417E+11,490191172,1106,26161.25,11.659
2/11/16,77259756.59,492.9172471,6.38,63947,21440,66426480457,682060218,1280,26477.8125,11.994
2/13/16,77286638.16,403.4362512,5.22,65365,19327,57729244744,634287258,1222,26881.5625,12.097
2/12/16,77313140.19,407.4402488,5.27,66901,18109,62799761220,540874146,1171,26502.03125,11.553
2/14/16,77339469.25,402.1652401,5.2,68010,16624,53479540613,514552660,1140,26329.0625,12.497
2/15/16,77365694.56,403.8489256,5.22,68996,17159,56788416456,545779880,1127,26225.3125,12.875
2/16/16,77392140.34,328.9165965,4.25,69956,17549,55814592783,589465103,1128,26445.78125,12.696
2/17/16,77417812.38,298.8327558,3.86,70919,19990,54601880947,724546098,1265,25672.03125,12.722
2/18/16,77444027.22,337.6559587,4.36,71720,16969,54513971078,538282068,1109,26214.84375,12.182
2/19/16,77470682.69,344.744538,4.45,73097,18412,54608221632,656406787,1157,26655.46875,12.651
2/20/16,77497243.47,338.662954,4.37,73761,16714,53778238540,499477626,1046,26560.78125,12.814
2/21/16,77523780.03,358.9351015,4.63,75500,17119,54255151037,507918522,1051,26536.5625,12.959
2/22/16,77550537.84,434.2830119,5.6,76417,18190,59577980579,554402169,1090,26757.8125,13.432
2/23/16,77576707.84,442.1872347,5.7,77363,18482,61016867321,1552859093,1117,26170,13.784
2/24/16,77603134.72,483.4675293,6.23,78179,19540,58177356219,893246284,1109,26426.875,13.623
2/25/16,77629958.47,460.3456537,5.93,79187,19503,57464169480,568292172,1114,26823.75,13.574
2/26/16,77656612.53,468.2693736,6.03,80568,21068,54600904591,961624302,1289,26654.0625,14.049
2/27/16,77682812.38,490.1785461,6.31,81372,18981,54108259575,532969743,1102,26199.84375,14.565
2/28/16,77709234.41,505.1100236,6.5,82742,19063,54072562583,524028419,1091,26422.03125,14.737
2/29/16,77734463.94,493.613846,6.35,84582,20358,58416492222,583141365,1175,25229.53125,14.937
3/1/16,77760945.03,590.2055728,7.59,86447,21778,59690933816,588897890,1157,26481.09375,14.453
3/2/16,77787589.25,676.7520265,8.7,88628,23562,67322497890,610077143,1199,26644.21875,14.99
3/3/16,77813700.5,727.5580997,9.35,90921,24837,56545945782,664818999,1248,26111.25,15.599
3/4/16,77839585.81,775.2822747,9.96,93327,24287,53626100171,684182604,1249,25885.3125,16.141
3/5/16,77866168,856.527848,11,96435,27115,47489912177,823063642,1314,26582.1875,16.473
3/6/16,77891567.69,855.2494132,10.98,99307,27661,47260765636,839897699,1366,25399.6875,17.342
3/7/16,77917553.16,740.216755,9.5,101184,23271,50440843854,665621532,1218,25985.46875,17.164
3/8/16,77943376.28,770.0805577,9.88,103555,24104,53596473626,724565328,1242,25823.125,17.492
3/9/16,77969119.56,900.5433309,11.55,105944,24557,38089619702,722145124,1279,25743.28125,17.867
3/10/16,77995747.06,866.5327499,11.11,108347,24814,30204433047,688871222,1222,26627.5,18.006
3/11/16,78022049.56,877.7480576,11.25,109835,23124,29035652694,646851762,1211,26302.5,18.682
3/12/16,78048419.72,1034.141561,13.25,111755,27887,29197411911,802737599,1385,26370.15625,19.655
3/13/16,78075670.19,1171.135053,15,113690,28127,30820960382,838358312,1392,27250.46875,20.15
3/14/16,78102078.16,976.275977,12.5,115840,28528,28509995013,956222024,1501,26407.96875,20.066
3/15/16,78133301.75,1022.76492,13.09,117680,29273,26342144976,903071543,1318,31223.59375,17.572
3/16/16,78164791.91,1009.889111,12.92,119290,27596,25523949148,892420435,1316,31490.15625,17.778
3/17/16,78196816.44,871.1125351,11.14,120974,33531,27708932990,1028386837,1421,32024.53125,18.039
3/18/16,78228103.63,840.952114,10.75,122851,31821,26302902480,944417594,1403,31287.1875,18.3
3/19/16,78260182.06,825.6449208,10.55,124108,34779,29326753003,1260165166,1494,32078.4375,18.652
3/20/16,78291777.22,787.6152788,10.06,125636,32447,26655411712,1157109905,1446,31595.15625,19.423
3/21/16,78323160.19,937.5282274,11.97,127167,32511,26198708915,1109953099,1498,31382.96875,19.269
3/22/16,78354872.06,858.7693978,10.96,128345,32890,23516912695,1121742299,1514,31711.875,19.568
3/23/16,78386166.13,963.3659817,12.29,129689,31786,24515668491,1225594298,1529,31294.0625,18.766
3/24/16,78418237.22,872.7949802,11.13,130970,36947,24817035022,1626133605,1862,32071.09375,19.801
3/25/16,78450127.06,838.6318583,10.69,132066,36762,28125320881,1312008358,1621,31889.84375,20.872
3/26/16,78482062.38,863.3026861,11,133107,36646,25100050063,1332524164,1538,31935.3125,21.414
3/27/16,78513693.16,824.3937781,10.5,134131,29974,23366025518,825632165,1261,31630.78125,21.977
3/28/16,78544999.72,909.5510967,11.58,135514,33613,23293862605,1184635969,1568,31306.5625,21.768
3/29/16,78576437.53,921.7016122,11.73,137297,33915,24748798767,979937403,1389,31437.8125,22.514
3/30/16,78608138,933.8646794,11.88,139755,36767,29356903690,1322684855,1572,31700.46875,22.822
3/31/16,78639526.91,897.277002,11.41,141814,32259,23943731847,1083408441,1405,31388.90625,23.889
4/1/16,78671411.59,914.9485168,11.63,142900,33320,23089731009,1086582845,1493,31884.6875,23.749
4/2/16,78702492.84,913.7359419,11.61,144015,29358,22939736669,790470279,1235,31081.25,23.52
4/3/16,78734222.53,911.7422969,11.58,144966,29588,22705288437,801995961,1245,31729.6875,24.296
4/4/16,78766175.66,874.3045498,11.1,146172,34907,23071306359,1117941655,1502,31953.125,25.246
4/5/16,78797750.5,818.7086277,10.39,147380,39173,22855001812,1282980842,1528,31574.84375,25.706
4/6/16,78829013.16,850.565052,10.79,148499,32078,23774218158,946603089,1337,31262.65625,25.667
4/7/16,78860180.5,794.9106194,10.08,149643,31893,22920002717,957476321,1404,31167.34375,24.64
4/8/16,78892094.88,768.4090041,9.74,150453,34010,23663537901,1120960125,1541,31914.375,26.14
4/9/16,78923008.47,722.9347576,9.16,151383,31923,23374699345,882969880,1318,30913.59375,26.843
4/10/16,78954790.19,694.8021537,8.8,152608,32237,23678330657,843594204,1281,31781.71875,27.084
4/11/16,78985756.75,688.7557989,8.72,153660,30327,23659454582,809577184,1262,30966.5625,27.012
4/12/16,79017139.56,594.9990609,7.53,154885,34673,23059716953,1025930028,1451,31382.8125,26.095
4/13/16,79048625.66,633.9699778,8.02,156088,36051,25246911318,1248480822,1477,31486.09375,27.243
4/14/16,79080026.75,670.5986268,8.48,157073,34781,25758426765,1121719747,1406,31401.09375,27.545
4/15/16,79111760.19,650.2986687,8.22,157904,34959,22848354360,1056627642,1412,31733.4375,28.307
4/16/16,79143291.44,671.1351114,8.48,158682,30483,22969314896,756208802,1215,31531.25,28.881
4/17/16,79174794.56,748.2018086,9.45,159556,40203,23167419890,1201820598,1917,31503.125,28.221
4/18/16,79206654.09,706.5233545,8.92,160474,33513,22692256964,907032725,1351,31859.53125,29.524
4/19/16,79237980.66,694.9170904,8.77,161308,32622,22921917181,853996868,1317,31326.5625,30.029
4/20/16,79269812.06,676.964195,8.54,162317,32944,23244541703,1076546004,1359,31831.40625,30.156
4/21/16,79301185.97,646.3046656,8.15,164290,37181,24583057704,1249597416,1504,31373.90625,30.872
4/22/16,79332762.69,621.1755318,7.83,165351,31678,23168317793,920182050,1291,31576.71875,29.74
4/23/16,79364456.28,659.5186317,8.31,166350,31845,23328772911,861316279,1270,31693.59375,30.869
4/24/16,79395951.28,635.1676103,8,167428,34046,22898306186,1015487149,1433,31495,30.604
4/25/16,79428088.31,590.1506962,7.43,168546,35430,22894325246,1078392266,1399,32137.03125,31.524
4/26/16,79459376.13,595.9453209,7.5,169724,32582,24013247909,939517922,1344,31287.8125,31.493
4/27/16,79491251.13,617.6470212,7.77,170969,33847,22769355411,919149984,1314,31875,31.083
4/28/16,79522933.63,580.5174155,7.3,172060,34343,23151110557,1012268150,1408,31682.5,32.024
4/29/16,79554617.22,597.4551753,7.51,173151,37332,22517844341,1063388022,1423,31683.59375,32.661
4/30/16,79586508.94,702.7488739,8.83,179195,45769,23589420595,1383313281,1588,31891.71875,33.709
5/1/16,79617521.75,697.4494905,8.76,181732,39578,24074701211,1511731587,1681,31012.8125,34.484
5/2/16,79649433.31,798.8838161,10.03,185706,41748,23735031560,1177337542,1480,31911.5625,32.281
5/3/16,79681224.56,746.6130742,9.37,187283,37821,24296239464,1146450482,1446,31791.25,34.162
5/4/16,79712683.31,751.6906036,9.43,188964,37484,23683442809,1201616945,1498,31458.75,34.166
5/5/16,79744463.31,780.6982958,9.79,190554,38707,24293386757,1358637069,1486,31780,33.872
5/6/16,79776200.97,739.525383,9.27,191961,41271,23038005218,1602023916,1625,31737.65625,34.081
5/7/16,79807774.09,742.2122991,9.3,193317,35864,23118154788,1015648265,1375,31573.125,34.085
5/8/16,79839623.31,753.6860441,9.44,194961,40063,23310345000,1261744195,1530,31849.21875,34.463
