Date,Supply,MarketCap,Price,Addresses,Transactions,GasPriceHistory,GasConsumed,BlockSize,BlockRewards,BlockDifficulty
8/4/18,101124702.4,41148.65266,406.91,40269302,720548,9924637420,42480556982,21272,20602.3125,3565.682
8/5/18,101145231.9,41349.18224,408.81,40348567,704249,8072326506,41847737983,22206,20529.46875,3567.619
8/6/18,101165642.2,40967.0268,404.95,40422411,699536,12535927147,42982705325,23317,20410.3125,3595.327
8/7/18,101186040.5,38242.25215,377.94,40487243,636342,25250639628,44010142032,19803,20398.3125,3566.362
8/8/18,101206599.5,35986.03058,355.57,40544975,565663,57398987243,45392269325,16263,20559,3591.201
8/9/18,101227126.3,36797.07266,363.51,40596329,538530,53118840657,44636390636,15543,20526.75,3606.036
8/10/18,101247570.9,33570.65708,331.57,40660435,613892,34476266415,42486678014,18596,20444.625,3582.381
8/11/18,101268207.5,31292.8888,309.01,40731010,657312,14836056985,39400853006,20285,20636.625,3553.789
8/12/18,101288559.9,31299.17789,309.01,40796116,641927,10976239504,38774637147,19754,20352.375,3490.941
8/13/18,101308960.5,28774.78406,284.03,40862583,694941,14813774854,39237766345,21954,20400.65625,3500.413
8/14/18,101329292.3,28200.95533,278.31,40933257,690348,16051359286,39228141511,21862,20331.75,3545.297
8/15/18,101349639.6,28503.57264,281.24,40992520,648565,15051933577,41795094541,19765,20347.3125,3506.907
8/16/18,101370067.3,29072.93529,286.8,41053961,716732,12638796914,41608463240,22328,20427.65625,3436.675
8/17/18,101390572.2,32198.604,317.57,41103316,607270,39211744629,42577478825,20514,20504.90625,3483.034
8/18/18,101411041.3,29901.04551,294.85,41149907,627522,16113373784,42503730084,22512,20469.09375,3441.651
8/19/18,101431496.9,30390.90511,299.62,41201219,599660,14361319521,41562371454,22015,20455.6875,3468.867
8/20/18,101451943.2,27474.20073,270.81,41266497,663769,12426913415,41363507891,25134,20446.21875,3494.743
8/21/18,101472436.4,28526.94606,281.13,41325793,605639,13046942385,42748700585,25249,20493.28125,3516.086
8/22/18,101492737.8,27440.59152,270.37,41379676,594918,17019976734,42264220552,22830,20301.375,3593.969
8/23/18,101513081.7,28000.35331,275.83,41430395,599557,14051914381,42065549337,24307,20343.84375,3451.971
8/24/18,101533815.7,28568.56972,281.37,41482481,596227,21501969162,42623018333,22859,20734.03125,3431.231
8/25/18,101554238.9,28187.39456,277.56,41532827,577239,11428670781,42291755913,24937,20423.25,3500.505
8/26/18,101574659.6,27861.92912,274.3,41595718,574072,16106529314,42412745552,24193,20420.625,3569.734
8/27/18,101595207.5,29261.45166,288.02,41642169,645935,12387120423,41618999135,24863,20547.9375,3495.42
8/28/18,101615591.1,30032.48795,295.55,41697438,613844,12808584631,42611722775,25984,20383.59375,3491.155
8/29/18,101635861.3,29339.22409,288.67,41751241,546841,17290135695,40990484124,24552,20270.25,3456.093
8/30/18,101656354.6,28885.65317,284.15,41803495,592847,13559213793,41748317671,23668,20493.28125,3432.294
8/31/18,101676780.7,28638.28205,281.66,41857024,577258,14419214330,42390979718,22118,20426.0625,3465.884
9/1/18,101697166.6,30037.27513,295.36,41923505,656254,11043181909,41936588522,23748,20385.9375,3427.219
9/2/18,101717669.2,30008.74676,295.02,42001850,620267,10276825820,41773080784,23061,20502.5625,3385.921
9/3/18,101737994.1,29399.22815,288.97,42072720,631429,12111122355,41333831573,25005,20324.90625,3406.537
9/4/18,101758539.5,29024.58822,285.23,42135220,589521,13885223845,41619433121,23087,20545.40625,3394.754
9/5/18,101778867.9,23233.06217,228.27,42196911,626957,12606166478,40180824691,25414,20328.375,3435.482
9/6/18,101799435.9,23365.00652,229.52,42250659,588959,14951867224,41771236119,23479,20568,3399.788
9/7/18,101819656.4,21905.48089,215.14,42299776,582184,14734121984,41748180692,25113,20220.5625,3399.656
9/8/18,101839941.7,20039.04533,196.77,42339987,543337,12166983189,42557339489,25208,20285.25,3375.92
9/9/18,101860208.6,19963.58228,195.99,42380040,565631,12538460676,41908318225,22118,20266.875,3209.593
9/10/18,101880645.3,20084.75042,197.14,42427544,561611,13452874427,41544023685,23522,20436.75,3220.98
9/11/18,101900890.4,18866.94986,185.15,42477662,557317,15682663024,40499473258,22317,20245.125,3197.34
9/12/18,101921293.6,18654.65437,183.03,42531850,570673,16182751014,41821110210,24133,20403.1875,3133.092
9/13/18,101941716.4,21537.22643,211.27,42581975,555753,16645393282,39998835686,24041,20422.78125,3049.956
9/14/18,101962148.4,21296.83393,208.87,42637149,514394,14645624925,41155885095,26309,20431.96875,3142.743
9/15/18,101982585.4,22602.4004,221.63,42700662,479695,13261799419,42479824388,25808,20437.03125,3146.685
9/16/18,102003094.5,22452.92117,220.12,42751405,458432,13161379589,42347625627,27185,20509.125,3129.495
9/17/18,102023575,20000.70164,196.04,42822987,553720,15406825205,42025095355,25919,20480.4375,3140.087
9/18/18,102043752.5,21264.89758,208.39,42888205,500513,25201881762,41072862147,26176,20177.53125,3178.892
9/19/18,102064301.4,21411.04914,209.78,42940482,507255,19871422869,42797060711,20024,20548.875,3170.66
9/20/18,102084725.7,22944.56294,224.76,43004669,498146,15892963469,40629078208,24244,20424.28125,3176.542
9/21/18,102105445.1,25290.49769,247.69,43055821,544686,18242050701,41721367477,26244,20719.40625,3112.105
9/22/18,102125766.6,24589.84208,240.78,43103460,470309,14429730599,41200809253,25021,20321.53125,3278.09
9/23/18,102146091.1,24979.82658,244.55,43146677,468627,13141149214,41005393483,25761,20324.53125,3248.982
9/24/18,102166431.1,23285.77298,227.92,43184504,480337,16838604807,41546126422,28688,20340,3264.682
9/25/18,102186851.4,22399.35782,219.2,43228242,519108,16972035503,42001178534,28211,20420.25,3222.555
9/26/18,102207454.5,21893.85884,214.21,43269299,493507,16344658408,43022447700,29742,20603.15625,3283.669
9/27/18,102227966.7,23419.40488,229.09,43314611,504047,16744302672,42550467914,29477,20512.125,3276.765
9/28/18,102248381.7,22654.15144,221.56,43362384,500407,18138439166,42049467383,28068,20415,3285.647
9/29/18,102268621.3,23656.77749,231.32,43411868,434315,21874799566,39766603646,20428,20239.6875,3265.763
9/30/18,102289132.4,23792.4522,232.6,43457375,479351,16556363668,39336715212,23846,20511.09375,3260.161
10/1/18,102309434.8,23622.22541,230.89,43504621,476308,18941010255,38550173670,24593,20302.40625,3240.653
10/2/18,102329949,23066.19381,225.41,43554108,490262,19034870185,39210756138,24107,20514.1875,3211.925
10/3/18,102350244.5,22513.98328,219.97,43618192,559006,13248714205,40441198221,21423,20295.46875,3226.085
10/4/18,102370614.1,22701.70739,221.76,43680143,559181,13254100643,40791755826,22655,20369.625,3261.753
10/5/18,102390791.2,23334.86131,227.9,43750049,595361,13568425987,39567592626,20849,20177.0625,3277.001
